"","X","HES3","LIN28A","L1TD1","CA14","F11R","VASH2","MTRNR2L11","MYCN","EPCAM","ADD2","H3F3AP4","LRRN1","TRIM71","TDGF1","MTRNR2L12","DPPA4","RP11.641D5.1","SOX2","ZFP42","ADCY2","SERF1B","MTRNR2L2","SEMA6A","MATR3","PCDH1","SCGB3A2","GABRP","RP11.423H2.1","TUBB2B","GCNT2","POU5F1","LIN28B","PKIB","RPL21P75","PTPRZ1","MTRNR2L6","CNTNAP2","IDO1","TPD52","CALB1","ESRP1","MAL2","FAM84B","HHLA1","FOXH1","CTSV","NR6A1","AIF1L","FGFR2","MTRNR2L8","FABP5P7","FGF23","NANOG","DDX47","KRT8","PMEL","NTS","USP44","CLDN10","ZIC2","ABHD12B","OTX2","VRTN","SNURF","GABRB3","SPINT1","MYEF2","RBPMS2","CRABP1","UBE2Q2P6","CLDN6","ZSCAN10","MTRNR2L4","NPIPA7","PRSS8","CDH3","CDH1","MTRNR2L1","RND2","DSG2","FUT3","AP1M2","SPINT2","CYP2S1","NLRP2","RPL41P1","DNMT3B","WFDC2","SALL4","CXADR","CBS","U2AF1","CECR2","MIF","POLR2F","RP11.706O15.1","MAGED4B","MTRNR2L10","SLC7A3","ZIC3"
"243","HPSI0314i-qaqx_1",94.53,928.65,216.07,65.63,162.37,95.62,103.06,55.84,306.77,65.54,917.42,123.32,226.53,487.26,6055.14,746.95,472.03,237.77,132.46,55.01,96.97,287.06,233.05,577.84,62.58,3126.75,1848.74,65.78,391.01,55.4,815.95,101.5,72.27,1256.51,146.55,147.82,47.29,64.5,60.21,1270.5,121.7,114.29,76.46,1061.2,61.22,74.33,87.3,107.8,83.74,1644.49,125.23,0.9,77.37,67.35,196.03,154.06,110.5,145.62,50.76,249.5,731.28,99.76,59.06,846.07,69.31,81.88,133.6,98.68,139.6,731.48,444.26,125.78,49.55,173.78,97.36,98.76,192.15,599.34,107.19,105.89,297.97,87.71,229.61,127.61,2.7,4343.22,453.92,68.34,108.88,111.52,246.92,225.93,56.99,548.99,81.11,80.51,73.92,66.3,114.92,64.38
"244","HPSI0914i-jejf_3",50.73,706.5,440.77,35.59,126.56,241.21,97.38,44.2,521.24,45.18,809.2,100.68,130.82,747.1,7977.52,735.97,409.96,204.54,89.14,45.72,70.65,373.16,298.83,602.33,39.35,4817.24,2421.05,55,429.61,45.65,904.26,41.54,33.66,879.78,117.97,170.1,29.91,38.33,71.05,1525.41,138.85,101.57,51.05,1588.29,53.61,112.66,46.32,69.39,43.7,2037.51,203.01,66.24,92.4,76.84,398.45,98.65,46.2,160.98,38.3,46.7,1045.44,15.64,37.75,810.78,74.44,86.94,69.24,205.43,141.67,791.97,511.16,118.48,94.02,115.22,81.46,92.79,106.45,685.11,69.04,87.06,424.53,86.34,221.44,143.33,56.16,3399.71,362.74,88.59,66.02,78.91,158.81,261.23,36.36,416.79,108.19,116.41,41.7,141.88,109.21,66.29
"245","HPSI1014i-qayj_3",81.1,750.33,426.46,50.34,130.17,117.18,83.2,76.39,418.48,67.02,987.59,186.88,136.07,737,9565.72,579.67,275.37,255.98,127.22,73.25,97.99,394.5,110.11,677.43,57.58,2060.74,1080.88,34.58,344.83,57.74,1066.44,63.73,38.46,1415.36,75.33,92.41,35.35,27.64,46.64,885.54,121.48,100.73,53.85,666.38,58.64,70.04,70.72,95.23,54.91,2687.5,115.17,70.67,68.7,76.12,268.98,81.6,64.57,129.41,46.42,120.47,450.38,137.77,82.18,928.41,54.99,81.78,84.39,138.72,142.52,1579.99,515.91,136.87,116.61,108.71,69.78,93.18,104.75,825.5,78.74,81.45,161.32,89.87,183.91,122.36,93.6,4521.5,307.39,53.54,97.15,107.23,171.41,277.75,32.71,541.72,101.62,104.81,52.8,64.02,101.97,67.58
"246","HPSI0414i-oikd_2",79.5,944.07,340.5,65.99,122.75,80.22,63.85,64.89,362.75,54.3,998.29,177.58,151.61,549.92,5452.16,556.9,393.39,286.47,151.09,29.68,71.55,264.58,215.59,893.54,67.18,1278.14,563.46,84.87,381.22,40.89,809.3,91.18,91.82,1714.34,152.43,123.93,87,88.1,58.63,444.49,122.02,141.85,58.54,378.49,58.1,93.72,89.2,78.76,70.15,1441.88,95.9,89.3,52.54,87.64,233.94,111.07,17.37,162.04,45.86,176.6,236.56,161.78,55.15,842.56,75.46,65.56,75.63,115.39,163.39,2.51,499.15,112.4,60.47,113.35,53.68,84.48,169.52,425.29,81.21,121.03,192.81,75.36,152.79,134.28,52.2900000000001,4607.15,397.78,44.26,95.27,131.33,165.34,256.46,58.18,661,83.85,68.95,55.5,73.95,76.14,66.21
"247","HPSI1013i-pamv_3",85.73,766.97,285.14,71.58,132.88,105.54,53.1,63.31,344.66,70.76,996.46,173.88,115.17,700.52,3500.73,644.43,456.58,230.73,85.7,64.7,82.5,83.99,115.23,649.73,72.94,1338.95,787.19,82.63,368.03,34.33,1091.03,59.63,97.82,1287.95,138.15,81.61,41.95,34.59,74.82,820.68,104.56,96.29,52.07,465.33,56.55,88.51,80.44,109.49,75.16,1154,69.8,1.29,40.56,79.65,262.73,124.39,31.13,113.26,50.89,163.68,339.01,119.33,85.81,872.1,67.43,80.41,89.84,105.25,214.07,731.83,592.67,156.7,38.2,161.62,93.07,100.95,138.46,374.12,120.19,107.39,167.65,79.53,250.49,126.44,102.33,3218.07,406.95,47.5,78.49,80.05,257.87,261.66,38.96,730.87,107.66,81.15,74.76,39.32,116.79,69.95
"248","HPSI0715i-zaie_5",51.82,882.38,463.1,42.51,117.97,235.15,61.7,48.12,385.01,51.32,681.46,185.71,155.57,1054.08,5093.85,630.51,351.94,251.63,136.05,88.24,85.82,259.5,225.64,770.96,48.77,7633.06,3022.49,74.78,442.9,52.12,998.51,75.53,175.41,1198.12,108.42,105.3,34.63,51.94,67.62,2078,134.38,142.18,64.2,1869.32,55.42,95.86,69.99,93.99,55.17,1367.61,160.34,83.39,77.78,76.49,286.91,94.91,176.37,167.8,59.4,76,1294.76,48.98,64.26,830.33,76.88,75.55,73.38,155.13,124.08,782.01,555.78,125.85,58.62,102.56,73.22,107.48,121.02,412.65,62.13,142.31,569.32,86.34,196.78,124.74,64.8,3906.78,470.87,62.81,84.35,129.96,222.69,254.84,40.72,473.17,98.98,101.16,49.58,75.51,158.43,73.42
"249","HPSI1014i-xejd_1",20.64,457.25,171.28,53.6,161.02,36.59,88.58,34.13,304.2,75.54,996.77,71.75,34.74,492.41,3167.26,334.97,326.42,95.39,97.76,66.95,93.3,198.09,218.39,252.2,49.95,2339.84,1038.25,87.44,390.27,22.06,1137.2,13,68.49,914.08,53.7,108.49,12.93,34.61,27.35,957.76,48.22,46.46,19.67,829.55,59.77,65.36,37.36,65.6,20.59,1140.32,348.78,14.22,93.26,55.8,261.07,83.05,63.1,49.8,71.66,84.09,617.98,15.4,47.17,952.28,28.05,131.04,15.76,155.4,261.26,1653.19,692.58,120.54,42.69,70.91,116.34,142.17,66.41,459.67,51.2,48.15,244.59,101.14,312,153.86,60.39,4125.49,269.85,95.48,51.99,27.89,202.8,198.84,18.41,988.54,143.6,74.31,92.98,86.31,172.2,11.76
"250","HPSI0115i-vazt_1",93.47,1030.97,287.56,53.72,134.8,118.43,48.15,53.26,347.33,67.92,746.76,177.38,178.28,678.3,4084.53,614,356.14,297.78,151.93,75.29,69.26,104.08,195.89,773.64,59.31,5301.03,2108.57,48.15,398.26,46.86,880.24,100.31,195.83,1628.83,123.19,83.86,64.25,77.95,62.91,1429.07,145.35,130.96,74.52,1366.29,62.38,76.09,95.2,97.14,72.33,1102.02,142.17,80.92,45.95,80.96,267.83,92.85,65.18,172.44,54.21,173.49,834.34,150.97,61.3,880.86,65.55,72.19,99.15,107.89,203.78,1628.82,442.64,100.1,40.59,140.83,68.4,96.19,162.88,342.44,94.9,128.98,477.82,91.62,177.74,127.96,126,4592.28,477.13,45.19,106.73,126.14,234.7,234.33,59.46,484.61,82.16,45.55,61.08,54.15,126.4,94.71
"251","HPSI0115i-timk_4",120.68,832.35,155.74,77.22,86.98,53.44,81.93,43.58,191.8,32.18,1128.58,112.12,47.52,371.01,5447.57,464.55,409.91,231.72,155.75,14.61,111.26,287.5,89.9,492.42,41.44,1125.19,574.16,70.4,249.35,34.05,929.77,34.26,78.74,1347.24,79.05,72.46,42.39,94.32,29.85,487.76,97.96,74.57,21.06,301.97,59.1,75.17,41.95,75.3,55.46,1505.49,188.97,18.88,41.05,109.59,219.49,147.35,14.25,58.14,43.02,140.28,234.51,165.39,44.57,1150.08,38.94,56.7,48.18,95.54,293.98,2396.09,559.03,94.9,59.87,82.9,49.58,77.84,100.83,585.35,128.53,60.4,116.06,97.45,164.95,114.53,19.35,5058.37,308.69,48.05,82.12,73.11,168.8,219.47,26.7,1037.39,134.99,28.02,56.94,35.42,79.94,54.13
"252","HPSI0914i-suop_5",72.1,845.4,356.66,51.62,138.44,96.03,59.12,58.97,364.91,69.42,660.07,152.68,163.09,661.22,5348.08,594.62,321.69,234.99,161.38,65.49,90.68,266.18,146.51,776.17,64.63,2659.3,1188.27,71.65,394.53,44.04,780.09,95.29,121.79,1452.52,120.14,62.91,58.77,33.1,63.32,807.75,124.36,149.17,68.28,725.63,47.33,82.06,112,109.73,53.22,1422.94,101.44,74.86,38.32,75.97,260.08,92.33,208.86,156,60.78,180.25,419.75,89.32,64.39,842.59,68.87,77.4,96.62,124.15,203,1.52,426.9,113.87,63.22,118,63.34,100.49,151.12,418.04,83.22,121.04,226.87,94.6,166.88,117.42,35.19,4439.43,400.82,54.78,85.6,110.29,216.06,248.21,49.34,427.75,81.06,126.11,62.72,24.75,129.3,59.88
"253","HPSI0514i-xayd_4",51.49,605.9,59.89,71.62,78.34,38.63,42.03,27.16,162.5,27.64,911.41,65.87,33,376.54,2827.67,493.76,566.92,165.81,128.07,15.12,110.06,159.4,83.2,433.7,20.16,410.9,196.51,51.36,197.53,32.88,464.65,47.74,54.74,2263.93,55.52,61.23,102.19,38.85,38.58,232.3,54.91,65.32,21.96,127.17,25.24,60.6,27.31,51.27,32.07,712.23,243.02,20.24,36,116.78,195.6,151.14,42.21,95.74,40.74,99.07,154.76,191.31,18.08,918.37,24.74,32.72,61.53,50.71,343.31,1.09,291.24,29.87,20.45,49.01,24.23,32.66,41.25,270.03,108.63,58.64,47.84,55.48,131.69,36.3,20.16,7014.94,103.9,39.58,49.31,86.57,76.24,137.78,14.11,1012.83,119.33,25.05,52.24,41.1,53.05,31.71
"254","HPSI0115i-gost_2",66.67,663.51,123.99,72.84,85.02,47.64,80.17,38.67,217.73,44.16,278.76,101.55,84.17,289.81,5869.71,409.61,572.83,305.75,85.84,13.87,88.45,291.31,121.94,713.72,33.56,989.05,493.38,73.19,372.58,36.38,544.03,79.76,17.62,1357.98,111.16,131.1,187.04,40.37,44.55,336.35,88.1,70.56,81.89,331.34,42.18,64.45,50.12,78.44,68.66,1425.22,130.96,31.38,37.7,79.5,232.84,154.08,16.72,93.92,37.78,174.47,187.88,193.7,34.86,677.47,36.03,53.6,116.64,85.97,235.92,816.56,366.72,56.21,41.95,136.25,42.9,61.05,86.89,536.23,105.99,71.87,94.72,59.75,138.04,69.46,54.36,4801.49,242.51,49.16,93.23,98.37,163.94,212.43,33.26,669.49,89.86,55.03,77.92,79.67,84.64,65.98
"255","HPSI0514i-kuco_5",86.29,883.91,282.03,69.99,135.14,87.22,48.96,54.79,325.01,59.96,1036.2,141.42,133.33,438.36,4908.23,562.56,420.23,325.47,132.04,42.88,97.73,469.38,197.4,769.06,57.38,2284.11,1081.7,59.56,330.24,38.64,594.45,95.16,113.4,1322.71,136.26,88.66,109.05,23.34,50.03,679.23,128.85,117.94,91.05,645.38,40.22,82.62,98.83,84.32,73.22,1480.92,133.52,59.86,56.97,73.71,271.68,120.88,51.29,147.97,48.48,199.67,450.11,135.8,47.28,715.02,65.04,77.29,109.79,119.72,153.39,1497.47,445.24,110.27,48.12,177.96,61.54,90.44,147.19,369.96,85.35,113.57,168.45,72.53,162.87,117.72,90.27,4184.98,386.27,39.32,98.65,115.99,203.32,221.13,50.66,510.38,96.54,176.11,72.44,65.23,81.58,62.75
"256","HPSI0514i-oekw_2",117.58,961.16,289.54,52.72,142.19,110.47,75.76,66.88,357.67,52.38,611.74,204.35,166.66,624.2,7918.35,563.46,447.95,304.3,140.16,54.49,79.41,201.2,180.25,733.63,61.06,3845.25,1624.37,45.86,365.28,45.49,837.54,93.93,29.76,1058.04,112.98,182.19,57.62,44.57,69.72,1071.17,124.32,129.49,68.79,1009.15,63.2,76.95,83.26,103.73,73.95,2111.73,141.17,25.79,63.12,74.16,270.28,87.09,167.71,153.04,48.71,143.99,723.53,129.57,69.27,884.69,66.03,86.95,76.29,135.07,163.56,1420.08,569.81,118.46,62.85,118.34,74.26,111.31,168.83,760,95.91,122.03,409.74,91.37,180.45,147.98,60.3,4121.1,463.41,50.37,97.42,124.46,195.29,219.15,49.82,492.16,92.09,50.59,63.6,144.95,122.87,110.09
"257","HPSI0814i-siqu_11",108.62,907.82,240.37,46.92,239.05,182.85,82.74,34.73,458.32,65.96,482.56,148.89,162.92,1733.54,6134.22,753.3,453.87,261.5,92.1,74.07,47.03,158.24,454.03,590.55,42.78,18321.05,7183.2,77.92,462.42,106.89,1176.93,107.54,95.99,946.06,87.81,130.77,64.74,71.36,88.91,3673.72,147.02,96.13,42.36,3926.18,88.59,85.02,50.42,72.07,109.19,1569.98,220.17,24.28,159.84,57.86,396.53,116.47,116.65,92.89,27.25,107.77,3470.32,24.15,49.9,736.26,98.11,111.84,78.43,123.47,216.74,1307.53,637.34,108.47,48.61,80.66,126.35,116.52,210.76,585.45,77.95,128.42,1060.45,86.78,210.58,118.59,64.17,3885.36,404.22,53.05,78.49,123.89,183.35,188.54,65.35,459.1,81.86,104.69,46.76,85.36,119.27,96.12
"258","HPSI0115i-iuad_2",89.35,853.59,261.65,58.31,110.06,107.53,97.88,50.87,298.09,59.5,660.85,191.24,142.17,603.39,7250.97,554.73,379.86,340.62,114.8,51.79,89.82,295.94,186.42,814.14,48.02,3332.09,1398.34,44.62,372.41,42.94,788.82,95.98,157.14,1161.46,98.79,178.46,157.42,51.48,62.89,727.42,110.93,105.81,77.44,886.74,52.7,81.15,78.25,87.75,70.12,1796.64,142.79,121.5,77.05,72.56,251.73,78.94,139.29,145.22,38.54,180.92,544.11,186.98,50.67,845.21,60.57,58.4,105.13,116.05,191.5,0.31,403.35,83.15,79.07,140.68,45.57,74.44,133.85,685.42,104.8,108.39,255.44,70.67,159.73,110.71,31.05,3662.79,436.89,31.26,112.07,109.66,206.97,217.96,52.51,502.81,92.09,61.23,70.72,147.42,106.66,68.28
"259","HPSI0714i-pipw_5",113.92,1061.93,331.28,60.24,122.67,123.37,66.49,69.84,352.4,48.08,1005.76,161.8,143.97,401.16,5848.41,598.63,353.21,304.48,146.63,38.33,76.84,138.21,182.99,821.64,77.8,2033.35,909.15,65.99,332.12,35.92,688.68,78.64,63.37,1323.41,130.68,110.68,72.28,44.74,51.65,745.33,121.19,109.68,81.12,570.68,55.68,109.12,86.35,94.04,74.14,1454.34,141.39,61.36,36.74,85.76,296.4,91.51,54.07,154.05,40.28,151.34,478.11,170.81,63.14,870.95,76.89,74.05,80.05,136.61,133.64,1515.39,543.66,124.82,58.6,116.12,57.46,92.7,152.23,514.61,116.01,111.2,215.36,85.4,176.62,152.89,27.99,3768.92,485.46,44.21,102.01,113.02,184.88,249.86,51.04,441.02,99.96,77.89,73.7,88.13,130.71,77.35
"260","HPSI0914i-qehq_7",49.91,808.48,350.23,48.33,148.28,265.92,66.9,48.17,535.11,58.32,899.88,127.42,127.19,652.72,5641.86,672.29,368.35,206.55,127,72.52,92.71,262.28,179.61,796.42,51.96,3286.96,1562.42,85.93,357.4,46.51,863.64,77.06,145.13,1318.09,113.03,66.09,51.76,48.56,85.91,1101.48,83.17,131.29,58,981.6,61.18,76.34,65.58,86.8,68.6,1408.37,170.22,58.39,78.22,94.4,485.67,58.86,63.72,136.71,40.75,95.03,733.59,73.09,43.91,1119.99,89.16,85.83,67.93,168.8,125.33,0.62,554.99,108.55,64.7,80.16,72.68,102.53,138.42,502.23,58.48,124.51,293.58,81.97,188.14,112.32,66.96,3811.76,372.87,54.54,83.34,106.63,184.04,276.46,46.09,485.7,117.53,45.5,45.82,32.24,123.89,46.87
"261","HPSI1013i-jogf_2",95.76,737.25,499.43,46.31,205.04,196.35,47.8,45.27,288.69,107.6,912.47,137.85,114.78,947.53,3516.4,871.86,356.91,181.7,162.56,73.72,84.8,204.58,292.58,543.38,70.88,4310.78,2310.93,60.12,540.61,52.87,1896.85,80.34,42.16,681.91,106.65,65.64,37.95,5.78,57.85,1816.73,132.79,77.12,32.58,1511.04,97.01,57.61,43.08,74.43,60.32,741.54,184.17,0.79,311.85,76.75,554.11,52.02,119.36,81.25,41,135.8,1029.2,11.1,74.95,918.9,95.93,124.42,64.19,174.33,421.67,1538.64,638.45,178.77,29.9,90.23,61.36,125.49,130.77,282.22,67.06,90.16,488.16,96.91,252.06,108.76,47.97,2825.28,501.45,81.37,68.58,88.25,279.77,284.19,42.3,778.99,142.43,68.97,49.26,37.29,81.52,49.08
"262","HPSI0514i-tert_3",110.91,1027.9,216.83,60.96,139.71,116.92,77.16,53.86,316.98,64.8,716.33,214,166.47,704.67,5782.94,634.7,563.38,330.2,119.71,54.39,84.87,280.95,221.39,707.97,54.96,4675.58,1994.91,88.51,418.23,49.92,834.98,103.95,67.18,1208.68,86.09,134.4,113.01,74.73,73.17,1250.4,131.87,101.12,71.6,1269.24,69.73,112.24,72.65,92.57,102.79,1437.34,164.58,22.71,53.34,74.76,200.91,124.1,24.27,152.62,42.74,223.23,734.28,174.9,63.12,929.35,54.48,67.97,112.68,109.49,273.52,1344.98,455.41,106.09,47.71,116.92,54.92,81.08,167.65,542.8,139.99,85.72,547.41,81.7,172.16,128.27,74.61,4144.45,574.01,38.02,135.75,119.37,257.12,217.89,58.65,546.6,89.38,41.43,88.52,82.34,113.88,131.23
"263","HPSI0514i-tert_1",65.56,1051.04,316.98,53.53,133.03,93.31,33.64,56.66,362.49,66.54,731.39,221.6,156.92,574.02,2683.39,468.72,657.93,291.7,147.1,27.44,87.03,139.87,188.8,943.41,65.49,2485.36,967.69,88.41,365.4,40.53,942.83,97.45,107.27,1284.56,101.85,58.83,89.91,46.24,53.17,711.89,145.94,112.82,74.5,650.53,67.55,118.19,79.53,95.36,94.06,621.41,256.25,27.45,39.35,94.68,256.45,106.21,24.43,145.61,37.67,177.92,454.42,168.23,59.93,894.65,64.42,70.15,76.62,136.98,241.87,1231.6,567.3,97.73,19.95,76.2,49.52,81.74,159.15,230.06,98.78,100.54,302.85,95,180.67,121.63,137.07,3932.29,447.6,41.51,110.92,136.5,190.68,297.05,64.59,595.4,115.88,35.19,55.9,35.1,113.54,78.5
"264","HPSI0115i-iiyk_2",54.27,825.03,408.23,59.82,114.99,115.19,41.99,54.97,344.74,76.38,710.42,136.24,129.85,837.44,4424.23,737.42,542.17,220.28,153,79.63,75.98,124.03,126.16,843.28,61.66,3942.79,1739.73,73.6,315.49,48.18,1039.98,88.49,84.37,1537.89,191.61,82.85,33.2,165.89,47.68,1124.86,156.24,154.4,49.52,1106.81,52.86,54.42,98.09,93.71,50.43,1036.77,155.12,80.38,86.47,79.28,225.63,71.48,302.24,165.98,59.03,193.95,724,68.85,58.92,908.94,76.14,73.09,101.17,144.57,166.65,1635.55,409.79,152.86,40.22,121.61,57.53,105.99,122.2,353.6,68.68,114.23,367.69,92.56,167.97,94.08,6.57,4788.02,372.75,43.2,79.52,96.2,227.49,253.67,45.6,514.52,95.16,82.23,47.64,56.78,114.74,38.76
"265","HPSI0114i-zapk_2",57.19,840.65,298.42,47.4,178.15,126.63,128.56,40,394.34,58.8,638.85,158.51,172.39,1386.68,9229.85,824.69,300.44,238.2,100.9,75.76,80.29,445.64,196.85,679.27,45.99,7466.73,3094.18,50.2,363.33,70.98,950.66,69.42,63.54,1295.88,124.04,140.9,24.3,65.03,61.08,1827.52,144.78,100.44,57.11,2177.52,67.84,142.21,63.29,77.34,67.3,2581.66,115.87,77,75.62,65.74,187.93,119.95,103.07,135.48,56.19,118.8,1150.73,32.48,61.74,825.52,66.92,101.3,91.59,98.49,149.5,764.77,541.22,136.83,98.34,112.59,82.98,121.31,141.67,852.99,63.7,113.2,619.64,89.62,230.41,156.71,88.92,4524.93,410.97,58.42,86.7,100.84,239.77,204.81,47.66,441.55,78.83,91.4,62.8,45.2,190.84,75.24
"266","HPSI0814i-bokz_6",127.08,866.99,184.63,60.83,166.04,70.37,111.64,57.7,244.73,60.12,704.66,161.3,156.61,602.83,5819.81,586.82,361.86,252.52,117.27,40.32,114.45,302.15,171.34,489.33,56.77,3080.65,1790.72,88.16,375.12,33.65,1187.12,59.88,32.76,692,80.03,125.06,54.81,68.69,62.03,1298.57,102.21,92.3,40.4,974.17,71.61,87.08,62.32,93.32,77.83,1282.52,115.48,1.27,41.41,69.02,253.45,150.06,93.56,109.03,48.89,245.39,810.54,118.1,82.63,1167.81,48.68,104.29,56.82,134.04,262.51,1470.76,629.65,123.89,54,112.17,91.86,103.15,107.05,567.96,128.37,103.76,384.84,111.84,295.63,150.33,61.56,3961.26,519.95,80.95,84.73,83.32,256.26,254.97,48.61,905.79,110.59,104.82,64.82,69.92,145.73,103.83
"267","HPSI0115i-bimq_5",64.56,900.79,347.9,55.97,128.51,73.85,63.14,55.18,353.97,49.14,638.07,210.98,162.54,564.12,5185.9,533.69,332.39,332.19,129.74,51.97,83.92,239.21,152.44,780.76,64.99,2723.8,1279.63,68.15,283.81,46.08,946,95.5,57.54,1121.41,123.46,68.35,103.4,90.21,60.43,638.75,124.13,125.26,69.07,782.15,65.91,112.58,79.06,104.85,77.85,1223.91,154.5,116.27,63.33,78.9,242.5,92.45,81.51,160.26,51.65,186.35,436.68,177.81,70.34,949.37,71.59,72.86,91.79,133.54,171.46,1423.7,514.88,96.61,51.24,121.99,57.62,81.38,187.76,473.35,130.11,118.18,278.96,81.58,183.48,146.99,48.69,3581.71,599.24,38.94,105.55,122.25,223.57,238.7,52.96,514.4,94.65,74.87,75,27.24,136.62,89.24
"268","HPSI0414i-sebn_4",86.93,898.32,279.68,56.21,148.13,133.03,131.2,53.21,353.58,54.58,959.17,158.58,128.06,675.21,11202.1,642.76,400.49,259.19,128.49,52.11,111.59,236.42,133.49,751.33,48.22,2120.04,1147.78,72.28,306.77,45.72,749.84,81.56,146.74,1265.35,120.36,218.78,45.06,103.96,60.24,676.93,143.03,120.6,63.82,652.26,49.23,69.05,78.05,88.02,65.73,2881.91,151.65,72.19,65.74,67.91,211,89.71,44.2,147.81,53.94,184.17,410.5,106.23,53.47,989.69,57.58,76.8,93.74,111.46,167.02,0.16,453.26,113.64,123.99,133.34,60.12,106.46,132.43,1013.63,81.83,106.84,229.75,87.54,180.6,132.57,31.05,4608.93,377.93,42,87.4,99.41,210.92,239.94,40.85,414.77,95.44,83.57,58.26,185.74,143.34,76.49
"269","HPSI1014i-bilx_1",20.71,774.55,325.97,46.83,159.85,156.39,58.04,53.81,502.95,95.76,1017.41,126.42,131.64,660.78,5232.6,664.15,401.69,170.92,119.87,86.91,83.93,223.44,130.83,764.87,65.83,3409.18,1483.93,75.3,398.69,44.52,926.56,74.22,73.42,1370.63,116.85,104.85,36.98,14.1,52.68,1079.63,113.98,122.82,62.64,904.18,46.91,78.3,103.45,97.45,46.08,1235.99,141.93,83.89,86.92,79.03,307.98,68.04,98.16,149.74,62.01,156,701.76,36.81,53.28,746.7,78.89,87.36,82.57,159.02,147.72,688.63,406.17,118.7,51.65,120.12,57.78,105.27,106.66,417.28,52.13,125.29,269.62,52.25,167.22,100.5,28.08,4305.97,315.31,55.68,69.04,110.49,208.33,270.5,35.98,488.62,103.55,83.91,50.96,76.44,151.08,21.85
"270","HPSI0714i-keui_1",22.2,691.69,573.91,63.49,193.38,100.45,110.47,53.82,452.06,79.3,554.89,108.27,175.27,784.11,8159.44,854.02,393.94,203.63,122.25,111.04,85.22,402.45,292.4,854.73,100.51,5649.66,2490.3,50.42,319.7,72.04,766.5,78.11,156.42,1005.09,250.32,191.26,37.12,40.56,63.65,1341.03,149.93,105.37,54.93,1525.89,52.69,87.13,88.39,68.24,70.99,2237.47,104.88,84.98,92.11,68.31,260.98,105.05,156.27,210.24,76.01,149.49,798.14,14.48,50.36,658.57,138.79,111.42,97.17,115.07,157.06,1088.11,559.74,175.66,90.98,150.26,72.47,136.91,187.05,692.51,45.7,168.65,445.63,75.64,247.97,167.18,53.19,3324.06,430.22,57.17,64.91,163.48,178.2,251.95,47.87,460.71,76.57,96.4,65.66,120.5,119.38,36.97
"271","HPSI0215i-fawm_2",100.2,942.25,282.86,60.82,125.59,66.41,43.49,45.58,314.25,47.46,944.95,176.57,129.84,728.62,5398.79,535.97,287.98,312.4,105.77,37.22,114.45,130.42,171.5,764.93,61.79,3980.03,1812.4,34.6,314.92,47.73,719.97,75.81,23.76,1531.14,99.3,97.11,70.06,56.64,64.88,979.04,118.4,108.46,69.45,884.24,48.92,97.03,77.07,104.36,84.79,1472.76,89.81,63.04,15.65,77.57,270.8,157.62,20.31,100.66,48.46,168.23,817.08,199.64,60.92,924.62,46.65,80.73,97.12,113.32,137.01,1542.56,551.76,88.29,47.65,143.23,73.5,101.64,160.51,454,95.01,113.49,240.93,82.41,214.02,144.91,49.32,4587.92,313.61,44.81,121.38,120.13,213.03,244.77,53.36,419.83,92.79,114.05,62.64,76.86,79.16,118.07
"272","HPSI1014i-babz_3",48.83,817.47,229.81,65.12,223.2,198.21,94.91,33.5,452.04,77.92,688.19,80.78,191.03,861.84,10932,908.29,300.32,93.97,77.28,85.56,62.76,470.6,590.09,579.11,57.87,5785.93,2845.34,72.87,449.41,85.57,1133.81,52.74,31.35,1691.92,96.95,121.58,25.72,114.89,84.98,1941.47,136.08,88.4,57.77,1483.64,77.43,135.65,45,82.65,57.56,2198.14,119.74,58.63,185.88,78.19,459.58,176.01,39.58,161.36,32.83,56.32,1032.87,21.97,37.85,944.95,75.66,133.8,62.67,156.01,146.98,1606.66,449.1,97.12,99.28,113.3,83.12,110.89,218.36,1236.03,93.74,95.58,395.17,86.72,222.62,166.41,55.62,4135.87,376.15,39.53,83.79,134.94,157.97,229.7,76.28,356.72,70.45,76.13,58.5,58.97,124.43,72.21
"273","HPSI1014i-tixi_4",38.53,544.69,376.84,73.5,127.31,91.01,120.45,49.46,208.67,107.76,910.76,98.91,111.03,507.19,9194.23,704.94,280.78,170.93,100.55,56.64,114.61,452.07,154.5,679.62,79.62,632.28,447.55,39.16,281.09,44.6,1102.98,67.96,156.73,1189.79,327.21,92.26,36.31,14.89,39.39,291.67,76.07,55.62,53.71,256.2,41.87,73.5,142.64,108,51.75,2606.14,66.65,61.57,102.01,67.33,226.64,111.5,48.77,135.88,45.31,265.14,145.58,62.95,55.89,805,81.13,53.14,106.84,94.41,233.34,673.75,381.84,130.85,89.65,196.06,39.85,56.65,87.13,854.11,80.69,74.42,100.4,40.8,165.96,81.62,48.78,4425.59,236.24,40.63,67.08,106.81,184.63,240.82,44.75,442.58,85.94,79.95,65.7,59.03,45.74,12.4
